title,link,description
"광주수액병원, 수액 잘 하는 병원은?(광주 감기)",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70115&docId=470986573&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=885&search_sort=0&spq=0,"... 수액치료가 좋다고 해서 받아보려고 하는데, 어떤 병원에 가야 할까요? 단순히 수액을 주사하는 데 말고, 뭔가 허약체질을 .. 치료하는 수액치료를 받고 싶거든요. 어떤 병원에 가야 하나요? 병원 선택시 살펴 봐야할 것들을... "
"목,등 아픈데 병원가면 비용이?",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=454707379&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=886&search_sort=0&spq=0,"... 이런 증상이면 어떤 병원을 갈까요? (신경외과, 통증의학과 등) 2. 만약에 가게되면 기본적인 진찰과 엑스레이는 비용이 적으니 상관없는데, 비싼 ct,mri같은 촬영도 권유하시나요? 비용이 걱정됩니다. 안녕하세요. 대한의사협회... "
정강이 근육 뭉침으로 힘든데 어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=404626579&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=887&search_sort=0&spq=0,... 생활이 힘들정도라 병원을 갈까 하는데 어떤 과를 가야할지 모르겠습니다 안녕하세요. 요타힐링입니다. 정확한것은 확인이 어렵지만 말씀하신걸로 봐서는 고관절의 문제일 가능성이 높습니다. 왜냐하면 우리 신체는 부분적 변형이... 
여성형 탈모 병원,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70111&docId=459008818&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=888&search_sort=0&spq=0,... 제 경우에는 어떤 병원이 잘 맞는걸까요? 안녕하세요. 하이닥-네이버 지식iN 상담의 박태준 입니다. 현재 상태는 여성형 탈모가 있는것 같습니다. 여성형탈모도 안드로겐성 탈모지만 남자분들같이 특효약은 없습니다. 그러나... 
손톱 통증은 어떤 병원을 가서 검사받아야 하나요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=470960418&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=889&search_sort=0&spq=0,... 들어가면 아프고요… 피부가 워낙 얇고 약하고 멍도 잘드는 편인데 이런경우 어느 병원을 가나요. 신경과를 가야할까요 안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다. 정형외과 진료 받아 보세요. 진찰 받아 보세요.
뒷목이 너무 뜨거운데 어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=398133464&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=890&search_sort=0&spq=0,... 4개월간 전혀 나아지지 않고 이젠 지쳐서 병원에 가봐야할 것 같은데 어떤 진료과를 가야하나요? 스트레스 받으면 목 뒤가 뜨거워집니다 어떤 사람은 가슴이 뜨거워지고 사람마다 증상이 다릅니다 내과 가서 진료 받아보세요... 
아랫배복통 어떤병원 가야하나요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=701&docId=421983231&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=891&search_sort=0&spq=0,중학생인데 말그대로 아랫배복통이 심해서 병원가보려하는데 어떤병원을 가야하나요..? 참고로 생리는 거의 끝나가는중이고 평소에 생리통이 없었어요 내과입니다. 생리통이의심되면 산부인과
마디마디가 아픈데 어떤 병원을 가야할까요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=451535350&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=892&search_sort=0&spq=0,... 저는 40대초반 여성입니다 제가 겪고있는 통증에는 어떤 병원을 가서 어떤 검사를 받아야할 지 몰라 글을 올려요 올 해 초 구부정한 자세로 무거운 물건을 올렸다 들었다 반복하다 교통사고 난 듯 목이 움직이지 않았어요 평소... 
병원에가봐야할까요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70401&docId=477366808&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=893&search_sort=0&spq=0,... 간다면 어떤 병원에 가야할까요 간검사? 를 받아야 할까요 어떤 검사를 해야 할까요 안녕하세요. 네이버 지식iN 상담 약사 정일영 입니다. 내과에서 진료를 받아야 할 것으로 생걱됩니다.
손톱 문제 어떤 병원으로 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=409527497&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=894&search_sort=0&spq=0,"... 이런 경우에는 어떤 병원을 찾아가야 더 전문적으로 치료할 수 있나요? 피부과를 가야하나요 아니면 가정의학과 같은 곳을 가야하나요? 안녕하세요. 하이닥-네이버 지식iN 상담의 한재혁 입니다. 가정의학과, 피부과 방문하십시오."
암재활병원 어떤점 봐야할까요?(상일동 암재활치료),https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=475877855&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=895&search_sort=0&spq=0,"상일동 50대 중반/여 암재활치료 암 치료 끝나고 면역력이 많이 떨여저 암재활치료 받아볼 수 있는곳을 가보려고 하는데 병원을 알아볼때 어떤점들을 알아봐야 할까요? # 병원 위치 | 병원 홈페이지 | 문의 전화 안녕하세요, 닥톡-네이버... "
기흉증상 병원추천 부탁드려요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010101&docId=466196799&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=896&search_sort=0&spq=0,... 특별히 어떤 병원을 추천드리기보다는 호흡기 내과 또는 흉부외과가 있는 종합병원/대학병원이면 CT는 대부분 있기 때문에 가까운 곳으로 가보시면 좋을 듯합니다. 빠른 쾌유를 바라겠습니다.
냄새가 2개월동안 나지 않는데 어떤 병원에 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=701&docId=451122906&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=897&search_sort=0&spq=0,"... (그런데 코가 막히지는 않고, 원래 비염도 없으셨어요.) 이 경우에는 어떤 문제가 있는 것이며, 어떤 병원에 가야 할까요? 일상생활에서 후각이 돌아올 수 있을만한 해결법이 있다면 그것도 알려주세요. 대학병원가면 코로나 전담 하는... "
몸에 힘이 너무 없을땐 어떤병원 가야,https://kin.naver.com/qna/detail.naver?d1id=8&dirId=814&docId=451918418&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=898&search_sort=0&spq=0,몸에 힘이 너무 없을땐 어떤병원 가야되나요? 단순히 몸에 힘이 없을때는 내과에 가서 포도당 링거 한번 맞으면 컨디션 확 좋아지긴해요
병원에 가야할까요? 2.간다면 어떤 병원을 가야하죠?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=415840156&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=899&search_sort=0&spq=0,"... 2.간다면 어떤 병원을 가야하죠? 안녕하세요. 하이닥-네이버 지식iN 상담의 신동준 입니다. 발목뿐 아니라 관절을 움직일때는 소리가 날수 있으며 관절간의 마찰음, 힘줄이 부착되는 부위의 소리 등일 경우가 많습니다. 통증이나... "
기면증 의심되요 어떤 병원에 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70109&docId=388758383&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=900&search_sort=0&spq=0,하루에 잠을 16시간씩 자고 그래서 병원에 가봐야 할 것 같은데 어떤 병원에 가야하나요? 안녕하세요 닥톡 네이버 지식인 상담의 신홍범입니다 심한 졸음병인 기면병이 있는 분들이 있습니다 물론 이제 심한 졸음이 있는데 아직... 
어떤병원으로 가야 하나요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=353034081&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=901&search_sort=0&spq=0,... 오늘은 어떻게든 병원을 가려고 하는데요 어떤 병원으로 가야 되는지 모르겠습니다 알려주셔요 고맙습니다 정신과적인 치료가 필요하신것 같습니다. 신경정신과에 모시고 가셔서 상담하시기 바랍니다. 우울증이나 신경이 약한분들의... 
남자 여유증 병원,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70110&docId=454300953&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=902&search_sort=0&spq=0,... 어떤병원 과를 가야할까요.... 비뇨기과에 가야하는건가요 아니면 산부인과를 가야하는건가요? 안녕하세요. 대한의사협회·네이버 지식iN 상담의사 박상훈 입니다. 가슴이 튀어나와 있고 몽우리가 잡힌다면 여유증을 의심해 볼 수... 
정자역에 안면비대칭교정 병원이?(정자역 안면비대칭),https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70301&docId=466451897&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=903&search_sort=0&spq=0,"정자역 20대 후반/여 안면비대칭 회사가 정자역쪽이라 근방에 안면비대칭 교정하는 병원이 있으면 꾸준히 교정치료를 받고 싶은데 어떤 병원을 찾아야 하는지, 그리고 어떤식으로 교정을 하는지도 궁금합니다! # 강기림 대표원장... "
요실금 수술 후기 좋은 병원?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70113&docId=472268113&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=904&search_sort=0&spq=0,"... 요실금 수술 후기 좋은 병원에서 진단후, 만약 수술이 필요하다면 고려해볼생각인데, 어떤 병원을 선택해야할지 고민이네요. # 병원 위치 | 병원 홈페이지 | 문의 전화 안녕하세요, 닥톡-네이버 지식iN 상담의사 소성민 입니다. 많은... "
살이 갑자기 빠질때 어떤 병원 가야하나요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=398280665&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=905&search_sort=0&spq=0,"... 혹시 어떤 병원에서 어떤 부분을 검사받아야할까요? 당뇨증세가 좀 있으시고, 뼈가 굉장히 약하세요. 평소 빈혈기운도 좀 있으시구요. 꼭 좋은 답변 부탁드립니다. 함께 병원가서 진료받고 더이상 살이 안빠지게 해드리고 싶습니다.... "
ㅈ꼭지가 아플땐 어떤 병원을 가야하져,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=423593419&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=906&search_sort=0&spq=0,아 진짜 넘 아픈데 어떤 병원을 가야할지 모르겠어요....... 염려가 많으시겠습니다 유방 안쪽은 우리가 일반적으로 직접 볼 수가 없는 상태입니다 육안으로 추측하면서 판단하기에 정확한 상태를 스스로 알기는 힘듭니다 질문자님과... 
"발 부음 통증 발적 오한, 어떤 병원을 가야할까요?",https://kin.naver.com/qna/detail.naver?d1id=6&dirId=6020602&docId=456314372&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=907&search_sort=0&spq=0,... 원인을 몰라 어떤 병원을 가야할지 모르겠습니다. 의학적 견해 부탁드립니다 질문에 답변드리겟습니다. 상기 질문요지를 고려할 때 하지정맥에 문제가 있는 만큼 외과로 진료를 받아 보시기 바랍니다. 저도 질문자님과 비숫한... 
어떤 병원을 가야할까요ㅠ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010102&docId=452593458&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=908&search_sort=0&spq=0,... 못가고 병원을 가야하는데 내과 산부인과 등등의 병원중 어디를 방문해야 할까요 친구말로는 자궁에 혹생기면 토하고 설사하고 반복한다는데 괜히 내과갔다가 장염이 아닐까봐 여쭤봅니다ㅠ 종합병원에 가야죠
손끝저림 어떤병원 가야되나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=368986239&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=909&search_sort=0&spq=0,... 뼈문제는 아닌것같은데 어떤병원을 가야되나요? 안녕하십니까? 지식iN 사룰입니다☜ 손끝이 멍든것처럼 아픈데 일상생활에 지장있을 정도는아니지만 직업상 손쓸일이 많아서 섬세한작업이 어려울정도의 통증이 있습니다.... 
암요양병원 어떤 곳을 선택해야 할까요 (청주 70대초반... ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70309&docId=446113127&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=910&search_sort=0&spq=0,... 집에서 관리하는 데에 한계가 있는 것같아 요양병원을 고려하고 있습니다. 암재활이 꼭 필요한지 어느곳을 선택해야 하는지 궁금합니다. # 류정만 병원장 | [프로필 보기] # [병원 위치] # [진료 예약하기] # [병원 홈페이지]... 
이런 경우에는 어떤 병원으로 가야하나,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70123&docId=314233957&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=911&search_sort=0&spq=0,이런 경우에는 어떤 병원으로 가야하나요? 갑자기 잠이 많아졌습니다. 보통 7시간 정도 자면 알람없이 일어났었는데 요즘은 언제 잠들었는지도 모르게 자다가 깨면 12~16시간은 자는거 같아요. 어릴때부터 있던 이명도 갑자기... 
병원을 가려고 하는데 어떤 병원을 가야하는지 모르겠습니,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70109&docId=465742044&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=912&search_sort=0&spq=0,"최근 몸 상태가 안 좋은 것 같아서 병원을 가려고 하는데 어떤 병원을 가야하는지 모르겠습니다. 1. 주로 계단 오르거나 내려갈때, 달릴때 자주 무릎 삐끗함(아픔..) 2. 앉아있거나 누워있을 때 다리가 아픔. 간지러운 것도 같고... "
종기는 어떤병원 가야하나요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=701&docId=443285428&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=913&search_sort=0&spq=0,"피부과?외과?정형외과 출근 전 가는거라 진료 빠른 병원으로 알려주시면 감사하겠습니당 부위가 어딘가요?? 엉덩이 부위면 외과 다른 손, 발이면 정형외과로 가보세요"
없어요 어떤 병원에 가서 어떤 치료를 받으면 좋을까요?... ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70305&docId=409832818&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=914&search_sort=0&spq=0,잠잘때 손이 저려서 잠을 깨곤해서 숙면을 할수가 없어요 어떤 병원에 가서 어떤 치료를 받으면 좋을까요? 좋은 안내를 부탁드립니다 안녕하세요. 대한한의사협회-네이버 지식iN 상담한의사 이명훈 입니다. 손저림으로 수면의 질이... 
무릎통증으로 아픈데 어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=459135937&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=915&search_sort=0&spq=0,... 안하면 무릎 아플 때 있잖아요 그런식으로 찌릿한 통증이 있었는데( 운동 안함 ) 아침에 일어나니 피고 접는게 너무 아파요 만졌을 때 무릎 그 동그란뼈 바로 아래가 아파요 이럴 때눈 어떤 병원에 가야하나요??ㅠㅠ 정형외과요.
부산척추측만증병원 어떤치료해야하나요?(부산... ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70308&docId=465485689&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=916&search_sort=0&spq=0,... # 김성헌 병원장 | [프로필 보기] # [병원 위치] # [진료 예약하기] # [병원 홈페이지]... 자신에게 맞는 방법을 자세히 알고 싶다면 병원을 방문하여 정확한 진단과 함께 척추측만증 비수술 치료를 진행하여 통증을 완화해 보시길... 
엄지 발톱 잘 못 잘랐는데 어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=426649447&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=917&search_sort=0&spq=0,"... 일단 약을 바르기는 했는데 병원을 가야할 것 같은데 어떤 병원을 가야하나요? 제 주변에 피부과,신경외과,정형외과가 있는데 어떤 병원을 가야할지 몰라서요ㅠㅠ 좀 급해요ㅠㅠ 염증이 생겨서 그런거 같은데요. 정형외과로... "
지방분해주사병원 어떤 곳에 가는게 좋은가요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=463698783&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=918&search_sort=0&spq=0,... 제가 이런 수술은 처음이라 모르는게 많습니다 ㅠ 지방분해주사병원 어떤 곳이 가는게 좋을지 궁금합니다! 안녕하세요. 하이닥-네이버 지식iN 상담의 손유나 입니다. 체중 감량을 위해서 운동을 열심히 하고 식단 조절을 했지만 생각한... 
2차병원 어떤도움 될까요? (고성동 암한방병원),https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70301&docId=473205494&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=919&search_sort=0&spq=0,"고성동 50대 중반/여 암한방병원 2차병원을 알아보려고 하는데 암한방병원에서는 어떤치료로 도움을 받아볼수 있는건가요? # 병원 위치 | 병원 홈페이지 | 문의 전화 안녕하세요, 닥톡-네이버 지식iN 상담한의사 이호성입니다.... "
국립암센터 암재활병원 어떤 곳을 선택하는 게 좋을까요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70116&docId=469065749&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=920&search_sort=0&spq=0,... 우선 가까운 국립암센터 암재활병원을 찾고 있는데 어떤 곳을 선택하는 것이 좋을까요? 그리고 추천해 주실 만한 국립암센터 암재활병원 있으면 알려주세요. 안녕하세요. 국립암센터 암재활병원을 찾고 계시네요. 우선은 국립암센터와... 
팔통증은 어떤병원 어떤치료가 나은가요,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=359881879&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=921&search_sort=0&spq=0,"... 정형외과로 말고 종합병원 수부외과로 가보는 게 좋고요. 생각나는게 한의원? 허리통증때 효과를 많이 봤던지라.. 아니면 또 어떤치료가 괜찮을까요 추천부탁드려요 지식인, 의사분들 자가치료로도 충분히 좋아질 수 있는 증상으로.... "
난독증은 어떤 병원가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=402990247&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=922&search_sort=0&spq=0,난독증 검사 및 진료는 어떤 병원을 가야하나요? 보통 정신과에 가서 검사를 받습니다. 참고 바랍니다
간암한방병원 어떤점이 좋나요?(대구 간암),https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70301&docId=460271088&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=923&search_sort=0&spq=0,대구 50대 초반/여 간암 항암치료 받고 있는데 요양병원이나 한방병원으로 가서 더 관리 받아보려고요. 어떤게 좋은지는 잘 모르겠어서 설명 좀 해주세요. 멀리 지방에 살다보니 아예 입원해서 당분간 치료를 받는걸로 생각중입니다. 뭐가... 
어지러울때 어떤 병원 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=437040316&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=924&search_sort=0&spq=0,"... 어느 병원에 가야 하나요?? 우선 내과를 상담 하시고 아래 내용이 해당이 되는지도 생각해 보시지요. 규칙적인 식사, 수면, 운동은 건강의 필수 요소인데 평소에 건강을 위해 운동을 하고 계신가요? 왜냐 하면 우리 몸은 가만히 편하게... "
남자여유증치료병원 어떤델가야하죠?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=701&docId=284648158&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=925&search_sort=0&spq=0,... 여유증치료 하려면 어떤 병원을 가야하는지 그리고 상담받고 바로 수술이 가능한지 궁금하네요. 그리고 남자여유증치료병원 대체로 비용이 얼마나드는지요?? 질문글 제목으로 보아 어떤 진료과에 가야 전문적인 여유증 치료를 받을 수... 
숨쉴 때 소리가 납니다. 어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010101&docId=465847360&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=926&search_sort=0&spq=0,... 그것도 오른쪽으로 누우면 소리가 안나는데 왼쪽으로 누우면 소리가 납니다. 들이마실때는 안 나는데 내뱉을 때 쌕- 쌕- 하고 소리가 나요. 병원에 가서 진료를 보고싶은데 어떤 과를 가서 진료를 봐야하나요? 이비인후과 가보세용 :)
지방분해주사병원 어떤 곳에 가는게 좋은가요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=463230164&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=927&search_sort=0&spq=0,... 제가 이런 수술은 처음이라 모르는게 많습니다 ㅠ 지방분해주사병원 어떤 곳이 가는게 좋을지 궁금합니다! 안녕하세요. 하이닥-네이버 지식iN 상담의 손유나 입니다. 체중 감량을 위해서 운동을 열심히 하고 식단 조절을 했지만 생각한... 
목 통증 원인 및 치료 병원 문의(대전 목통증),https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70303&docId=471715714&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=928&search_sort=0&spq=0,"... 목 통증 원인 및 치료를 진행하려면 어떤 병원을 가야할까요?? # 병원 위치 | 진료 예약 | 병원 홈페이지 | 문의 전화 안녕하세요, 닥톡-네이버 지식iN 상담한의사 김창연입니다. 현재 목 통증으로 고생이 많으셨겠습니다. 질문자님처럼... "
어떤 병원을 가야되나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010101&docId=413342977&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=929&search_sort=0&spq=0,제가 이제 고1 들어가는데 좀 많이 오래 전부터 초5?6? 때부터 왼쪽 갈비뼈 아래가 아프더라고요 숨 쉬 때마다 찌르는 거 같고 갑자기 변비에 설사까지 생겼어요.. 원인과 어떤 병원을 가야되나요? 소화는 어떠나요?
어떤 병원을 가야할까요 (창원 40대초반/남 목디스크),https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70308&docId=447571794&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=930&search_sort=0&spq=0,"... # 이용철 대표원장 | [프로필 보기] # [병원 위치] # [진료 예약하기] # [병원 홈페이지] ——————————————- 안녕하세요, 닥톡-네이버 지식iN 상담한의사 이용철입니다. 긴 시간 동안 고개를 숙이는 자세로 인해 거북목이 오고... "
얼굴붓기 병원,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=464608280&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=931&search_sort=0&spq=0,최근 1년정도 머리 두통이랑 (특히 정수리 뒷목 두통) 눈이나 얼굴 붓기가 계속 생기고 눈물도 자주나고 피곤하고 무기력한거 보면 어떤 증상인가요 글고 어떤 병원을 가야 할까요?? 안녕하세요. 대한의사협회·네이버 지식iN 상담의사... 
통풍은 어떤 병원을 가야되나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70101&docId=133456155&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=932&search_sort=0&spq=0,... 약먹고 괜찮아 진거같아서 생각못하고 술 고기를 자주는 아니지만 섭취했는데여 몇일전부터 그부위가 아프고 무릎까지 더 아프게 되서 병원을 갈려고 하는데 어떤과로 가야되는지.. 어떤과에 가야지 치료를 잘할수 있는지 알고... 
거북목 같은데 한방병원에선 어떤 치료 하나요? (청주... ,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70309&docId=454483612&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=933&search_sort=0&spq=0,"... 근처에 한방병원이 있어서 치료를 받아보려고하는데 어떤 치료 하나요? # 류정만 병원장 | [프로필 보기] # [병원 위치] # [진료 예약하기] # [병원 홈페이지] ——————————————- 안녕하세요, 닥톡-네이버 지식iN 상담한의사... "
부정교헙이 생긴 경우엔 어떤 병원을 가야 할까요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70201&docId=458717828&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=934&search_sort=0&spq=0,"밥 먹다가 턱이 틀어져서 부정교합이 생긴 경우엔 어떤 병원을 가야 할까요? 구강내과,구강악안면외과,교정과 정도 알고 있습니다. 밥 먹다 교합이 이상해졌으면 턱관절이 빠졌을 가능성이 높을것 같은데 일단 가까운 치과부터 가 보고... "
불균형 관련해서 어떤 병원을 가야할까요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70120&docId=446580055&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=935&search_sort=0&spq=0,... 병원에 가서 어디가 어떻게 불균형이 있는지 정보를 얻고 싶습니다 제 불균형의 원인을 정확하게 알고 싶다면 통증의학과 정형외과 재활의학과 중에 어떤 병원을 방문하는 것이 좋을까요? 아니면 저 병원말고 다른 병원이 있을까요?... 
골반통증치료 어떤 병원에 가야할지,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=415065171&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=936&search_sort=0&spq=0,... 근데 이게 왜 아픈지를 모르니 어떤 병원에 가야할지를 모르겠어요. 이거 말고는 다른 증상이 없고... 그냥 골반쪽이 아파 골반통증치료를 받고 싶은데... 어찌해야 할까요? 골반통증치료 검색해 보니깐 도수치료가 가장 많이 뜨는데... 
어떤 병원으로 가야 하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=710&docId=421928467&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=937&search_sort=0&spq=0,아침에 일어나려고 하는데 컨디션이 너무 안좋더라구요 두통과 목부터 어깨쪽이 무겁고 계속 처져서 일어나질 못하겠더라구요 그래서 겨우 일어났는데 위의 증상이 계속 있네요 어는 과 병원을 가야 하나요? 근처 정형외과 진료... 
"몸살,콧물,코막힘,가래낌,기침,두통은 어떤 병원 가나요",https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010101&docId=459978878&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=938&search_sort=0&spq=0,"... 몸살,콧물,코막힘,가래낌,기침,두통은 어떤 병원 가나요 몸살,콧물,코막힘,가래낌,기침,두통은 어디 병원으로 가야하나요? 궁금하신 질문에 답변드리겠습니당.. 일반 병원 방문 권장"
어지럼증 어떤병원으로 가는게 좋은가요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70306&docId=441699148&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=939&search_sort=0&spq=0,... 몸무게는 빠지거나 그러지는 않는것같구요 큰병원으로 가야하는 문제인가요??ㅜㅜ ++++추가로 15일저녁을 조금만 먹었는데 한 2시간정도 있다가 6번정도 구토를 했어요ㅜㅜㅜㅜ 내과를 가야하는건지... 안녕하세요! 닥톡-네이버지식in... 
쇄골 뼈 윗부분이 아플 때 어떤 병원을 가야하나요?,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=395205529&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=940&search_sort=0&spq=0,춤 추다가 담에 걸렸었는데 그때랑 다르게 왼쪽 쇄골 뼈 바로 윗부분이 너무 고통스럽게 아파요 그리고 두통도 같이 오고요ㅠㅠ 이럴 때 어떤 병원을 가야하는지 알려주세요.. 안녕하세요. 하이닥-네이버 지식iN 상담의 원유건 입니다. 본... 
