question,answer,doctor,link
약 먹어도 열이 계속 안 떨어지면 어떤 병원을 가야하나요 ? 가래 너무 심하고 열도 심하고 목도 아파서 가정의학과 갔는데 처방전을 먹어도 열이 안 떨어져서 같은 날 한 번 더 갔어요 해열제 기능 수액도 맞았는데 수액 맞으니깐 열이 많이 내렸어요 근데 하루도 안 갔고요 ㅜ 추가로 받은 약 먹었는데 그래도 열은 안 떨어지고 타이레놀 같이 먹어봤는데 열이 좀 내리더라고요 근데 안 먹으면 또 계속 열 올라오고 .. 어떤 병원을 가야하나요 ? 저번주 금요일부터 그랬는데 나아진 게 없어요,[],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=477569066&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=21&search_sort=0&spq=0
"허리 통증이 심해서 병원에 가려고 하는데, 어떤 병원에 가야 할지 모르겠습니다. 허리 통증 치료 방법과 병원 선택 시 고려해야 할 사항에 대해 알려주세요. 상세한 답변 부탁드립니다.",['안녕하세요. 대한한의사협회-네이버 지식iN 상담한의사 윤동학 입니다.통증이 심한 경우에는가장 가까운 한의원을 일단 가보세요.치료를 하거나 타원에 의뢰를 하는 등일단 해결책을 제시해 줄 것입니다.'],한의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70308&docId=478900686&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=23&search_sort=0&spq=0
"헤르페스1형 처럼 입술에 노란 수포? 같은게 막 생겼구요이틀째 고열에 두통이 심해요목도 부어있고 눈을 움직일때마다 아픕니다어떤 병원을 가야할까요뇌수막염은 아닐까요,,",['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.많이 힘드시겠네요. 가정의학과나 내과 진료 받아보셔요'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=474976377&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=24&search_sort=0&spq=0
3일전부터 눈 위에가 아프더니 오늘 눈에 빨간줄이 많아지고 렌즈끼는데 평소에 안아프다가 갑자기어제부터 햇빛 볼때마다 눈이 아파요오른쪽 귀 안쪽도 엄청 아프고 기침 많이 나오는데 기침할때마다 가래가 나와요 평소에 홍조가 심하긴한데 3일전부터 더 심해졌어요 몸도 욱신해요 이건 무슨 증상인가요 어떤 병원을 가야하나요 아 머리도 아파요,"['안녕하세요. 하이닥-네이버 지식iN 상담의 이이호 입니다.눈에 빨간줄이 많고, 햇빛을 볼 때마다 눈이 아프며, 오른쪽 귀 안쪽이 아프고, 기침이 많이 나며, 가래가 나오고, 홍조가 심해지고, 몸이 욱신거리는 등의 증상은 감기의 증상일 수 있습니다. 감기는 바이러스에 의해 발생하는 질환으로, 증상은 발열, 기침, 목의 통증, 콧물, 두통, 피로감, 근육통, 관절통, 오한, 설사 등이 있습니다. 감기는 보통 1~2주 정도 지속되며, 자연적으로 치유됩니다. 감기가 의심되는 경우, 병원에서 진료를 받아 치료를 받을 수 있습니다. 감기의 치료에는 항바이러스제, 해열제, 진통제, 가래약 등이 사용됩니다. 감기는 예방이 가장 중요합니다. 감기를 예방하기 위해서는 손을 자주 씻고, 기침이나 재채기를 할 때는 휴지로 입과 코를 가리고, 면역력을 높이기 위해 규칙적으로 운동하고, 충분한 휴식을 취하는 것이 좋습니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010101&docId=469420963&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=26&search_sort=0&spq=0
며칠째 두통이 너무 심해요타이레놀을 먹어도 괜찮아 지지도 않아요요즘엔 두통이 있을 때 이도 아픈 것 같아요이럴 때믄 어떤 병원에 가야 하나요?,[],약사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70401&docId=476769823&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=27&search_sort=0&spq=0
"만성 헛구역질, 두통 때문에 일상생활에 불편함을 느낍니다이러한 증상이 있을 때는 어떤 병원을 가면 되나요?그냥 내과 가도 괜찮을까요?","['안녕하세요. 하이닥-네이버 지식iN 상담의 한재병 입니다.현재 정보만으로는 환자 상태에 대한 객관적인 평가가 불가하기에, 증상이 지속되거나 악화된다면 가까운 신경과 진료 권유합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70122&docId=472284317&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=30&search_sort=0&spq=0
어깨가 뭉친듯 아프고 팔뚝과 손끝까지 저린느낌도 듭니다 이런경우 어떤 병원에 가야되나요?? 정형외과..통증의학과 등... 추천부탁드립니다.,"['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 조재흥 입니다.증상으로봐서는 목과 어깨쪽 근육이 심하게 뭉쳤거나 목디스크가 의심되는 상황입니다.통증의학과, 정형외과, 신경외과 내원하시면 되겠습니다']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=472245530&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=31&search_sort=0&spq=0
"비급여로는 어떤 병원은 30만원 어떤병원은 35만원 하던데 보험적용 받아 하게되면 비급여 기준에서 보험가 가격 측정이 되는건지,어느 병원을 가든 급여로 진행되면 비용이 동일한지 궁금합니다.","[""안녕하세요. 대한산부인과의사회-네이버 지식iN 상담의사 신연승 입니다.자궁내피임장치인 미레나는 피임목적인 경우 비급여이나 보험 시술 가능한 경우는 월경과다증으로 확진된 경우, 생리주기당 1～2일간 일상생활이 불가능한 월경곤란증인 경우, 에스트로겐 대체요법시 경구 프로게스테론제제를 사용할 수 없거나 간 등의 대사기능에 문제가있는 경우 보험적용이 됩니다.미레나 시술시 보험적용 가능하더라도 유도초음파비용은 비급여입니다. 보험수가는 동일하고 비급여 부분은 병원마다 다릅니다.미레나 시술은 피임실패율이 가역적 피임방법 중 가장 낮아 불임수술과 견줄 만큼, 우수한 피임효과를 갖는것으로 알려져 있습니다.또한 자궁근종이나 자궁내막증의 재발 방지에 도움이 되는 것으로 알려져 있습니다.미레나는 루프 피임법으로 기구안에 황체호르몬이 들어 있어 매일 일정량의 황체호르몬을 자궁내에만 분비시켜 자궁 내막에 대해 국소적으로 작용하므로 부작용이 적은 우수한 피임법입니다.미레나 작용 기전은 자궁내막 호르몬 작용으로 수정란 착상 방지하고 자궁 안에서 정상적인 정자 운동 억제하며 자궁 경부의 점액을 끈끈하게하게 하여 피임 작용을 합니다.미레나 시술의 장점은 황체호르몬이 주로 자궁 내에만 작용하기 때문에 자궁내막이 얇게 되어, 수정란이 착상하는 것을 막고 더불어 적응기간을 통해 생리량이 줄어들고 생리기간도 짧아지고 생리통은 감소되거나 없어지게 됩니다.미레나 시술은 우수한 피임효과 이외에도, 월경량과 월경기간을 감소시키고 생리통을 감소시켜주는 이점이 있어서, 이러한 증상이 있는 여성들에게 치료목적으로도 사용됩니다.월경과다증, 월경곤란증의 경우 미레나 시술 후 3개월시 80퍼센트 감소하고 6개월 후 90프로 감소됩니다.시술 다음날부터 관계하셔도 피임효과는 있지만 출혈 등 때문에 일주일 후부터 하시는 것이 좋습니다.자궁내 피임장치인 미레나의 경우 호르몬 분비형 자궁 내 피임장치로 유효기간이 5년 입니다.5년이 지나면 산부인과 방문하여 제거하셔야 합니다.자궁내 피임장치의 경우 제거 후에는 생식력을 회복하게 되는 원리입니다.매달 여자들을 괴롭히며 고통스럽게 만드는 생리, 비혼, 비출산을 하기로 결심하면서 생리중단을 선택하는 사람들, 생리를 안하는 방법으로 '미레나 시술' 방법을 선택하는 이들이 점점 늘어나고 있습니다.생리를 멈추게 하는 피임장치 시술 건수는 지난 7년간 꾸준히 증가해왔습니다. 건강보험심사평가원이 집계한 2010~2017년 자궁내장치삽입술 건수(보험 적용)는 7년 전에 비해 약 4배 가량 급증했습니다. 피임 목적 뿐 아니라 생리통 등 다양한 이유로 자신의 신체 증상을 조절하려는 여성들이 늘어났다는 것으로 해석됩니다.미레나시술후 약 3~6개월까지 적응기간이 필요한데 점상출혈 혹은 주기중간 출혈 등의 불규칙한 출혈이 있을 수 있고 증상이 심한 경우는 호르몬 치료를 받아야 하는 경우도 발생합니다. 2개월이상 부작용이 지속되는 경우에는 산부인과에 방문해주시기 바랍니다. 기간을 단축하기 위해 피임약을 복용 할 수도 있습니다.시술 후 통증이나 불편감을 느낄 수 있으나 이는 대개 며칠 내에 사라지게 됩니다.미레나 부작용은 부정출혈, 점상 출혈, 편두통, 체중 증가, 분비물 증가, 난소 낭종, 요통, 여드름, 다모증 등입니다. 미레나 착용 후 일부에서 희발월경 및 무월경을 경험하게 됩니다.피임목적으로 미레나 시술시기는 다음과 같습니다.- 생리 중이거나 생리시작으로부터 7일 이내- 인공유산 후 즉시- 자궁내장치 제거 후 즉시- 피임약 복용시에 마지막 정제복용 후나 소퇴성 출혈기간 중- 분만 후 4-6주부터여성질환 검진에서는 무엇보다 중요한 것은 많은 수술경험과 노하우를 갖고 있는 산부인과에서 전문의에게 차별화된 시술을 받는 것입니다. 경험많은 진료가 시술전 환자의 상태에 대한 정확한 진단를 할 수 있습니다.수술이나 피부레이저시술로 인한 대기시간때문에 불편해하시는 분들은 피부미용진료나 여성성형수술을 하지않고 산부인과 외래환자를 중점적으로 보는 산부인과에서 빠르게 부인과 진료를 보실 수 있습니다.진료 비용을 적극 고려하시는 분이시라면 원칙대로 최대한 의료보험진료가 가능하게 진료받으실 수 있도록 웨딩검진, 부인암 검진, 갱년기 폐경 검진 등 검진 패키지와 자궁경부암 백신접종, 비정상생리, 성인예방백신접종(폐렴, 대상포진, 자궁경부암, 곤지름, a형간염 등), 배란, 피임, 자궁난소질환, 요로질환, 질염, 성병, 유방 검진, 미레나 등에서 보험진료로 받으실 수 있는 혜택을 모바일홈페이지에 정리했는 데 참고하시기 바랍니다.성인백신으로 면역 건강에 대비하시기 바랍니다.감사합니다.""]",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70114&docId=466656210&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=33&search_sort=0&spq=0
처음엔 모기에 물렸나 했는데 점점 아파지고 크기도 커져요ㅜㅜ 이럴 땐 피부과에 가야하나요? 혹시 뭐에 감염된 걸까요?,[],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70111&docId=476946440&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=34&search_sort=0&spq=0
어떤 병원으로 가야하는건가요..?20년도에 갑상선암으로 반절제 수술 후 약물복용없이 생활하고 있습니다. 이번에 건강검진 받았는데 혈액결과가 저렇게 나와서 어떤병원으로 가서 정밀진단을 받아야하는지 문의드립니다.,['안녕하세요. 하이닥-네이버 지식iN 상담의 김경남 입니다.#요약1. 백혈구 수치가 정상이면2. 백혈구 종류의 조성은 큰 문제가 되지 않습니다.3. 게다가 비율의 문제이지 수치를 각각 구하면 문제되는 수치가 아닙니다.4. 다음 검진때 추이를 보면 됩니다.건승하세요'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010106&docId=470247202&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=38&search_sort=0&spq=0
"20대 여성, 고혈압/당뇨/정신질환 등 기타질환 없음, 몸무게 정상범위요가,필라테스를 포함한 고강도 운동 하지 않습니다.최근3년간 교통사고, 추락사고을 포함한 모든 사고를 겪은적 없습니다.현재 약 한달 정도 통증이 있는 상황입니다.우측 엉덩이 부근~허벅지 부근까지 통증이 있습니다. 근육통이 있는듯한 통증입니다. 골반~고관절쪽 같기도 합니다.누울땐 거의 느껴지지 않고, 앉아있을때 심해지며, 서있을땐 그럭저럭 입니다. 앉아있을때 의자와 닿는부분의 통증이 심해집니다.다리를 쭉 펴고 유연성테스트 하듯 앞으로 굽히면 해당 부분이 특히 아픕니다.해당 부분을 제외한 좌측 같은부위나 무릎,허리쪽은 전혀 통증이 없습니다.꽤 큰 정형외과, 영상의학과에서 xray,mri 포함하여 검사를 모두 진행했고, 검사상 의심되는 소견이 없다고만 하여 답답해서 질문을 남깁니다.무릎,허벅지~고관절,허리 부분까지 서너차례 나누어 모두 촬영 진행했고, 검사상 '좀 ~해보이는데' 이런 부분 자체가 없습니다. 관절,연골,근육,디스크 모두 깨끗하다고만 합니다.주로 나오는 디스크, 골반이나 자세틀어짐, 척추측만증 모두 해당하지 않는다고 합니다.복용하는 약으로는 주로 록소로펜정, 뮤페신정을 포함한 약을 처방받았었고, 해당 약 복용시 약효가 도는동안은 통증이 경감되었었습니다.원인을 알아야 치료를 하든, 뭘하든 진행할텐데 비급여검사들로 검사비용만 쌓여가고 원인은 나오지 않아서 답답하고 일상생활도 지장이 가는 상황입니다.이런경우 어떤질병일 수 있는지, 어떤 병원을 가야하는지 도움 부탁드립니다.","['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김학규 입니다.일반적인 정형외과와 영상의학과에서 검사들을 시행하신 상태라서, 비교적 흔한 질환인 요추부의 디스크로 인한 통증 및 좌골신경통 등은 가능성이 조금 낮으리라 생각합니다. 현재 앉아있을때 의자와 닿는 부분의 통증이 악화되는 양상을 보았을때  좌골점액낭염의 가능성도 평가해보면 좋을 것으로 생각됩니다만, 앞서 말씀드렸던 비교적 흔한 질환들(요추부의 디스크, 협착증 등으로 인한 통증 및 좌골신경통) 및 햄스트링의 손상 등 다른 질환들의 가능성도 완전히 배제할 수는 없겠습니다.병원들을 계속 다니시며 걱정도 많아지고 무척이나 답답하실텐데, 모쪼록 쾌유를 빌겠습니다. 감사합니다.정형외과 전문의 김학규 드림.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=465471322&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=39&search_sort=0&spq=0
일주일전부터 갑자기 오른쪽 발등에서 발날부분이 삔것처럼 엄청 아픈데 뼈가 아픈건지 근육이 아픈건지 염증이 생긴건지 모르겠어요 ㅠㅠ어떤 병원으로 가야되나요?,['안녕하세요. 하이닥-네이버 지식iN 상담의 송슬기 입니다.네 그렇습니다. 현재 환부의 병소나 병변을 관찰을 할 수 가 없어 정확하고 좋은 답변을 드리기는 100% 어렵습니다.정형외과 오세요.쾌유하시길 기원드립니다. 한없이 부족한 답변이지만 조금이나마 도움이 되길 바랍니다. 더 궁금하신 것이 있으시면 질문 달아주세요. 성심성의껏 답변드리겠습니다. 감사합니다.환절기에 감기 조심하시고 오늘도 좋은 하루 되세요'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=469535937&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=40&search_sort=0&spq=0
"자고 일어났더니 오른쪽 허벅지가 저립니다.저리다고 하긴 했는데 진짜 다리 저린 느낌은 아니고 뭐랄까 국소마취가 된 느낌입니다.움직이는데는 아무 문제 없고, 걷고 달리고 웨이트 트레이닝도 아무 문제가 없는데 오른쪽 허벅지에 무언가 닿으면 국소마취한 곳을 만지는 것 처럼 조금 지이이잉하는 느낌이 듭니다.이 상태로 이틀째 인데 저린 느낌이 사라지지 않아요어디 병원이라도 가보고 싶은데 어느 병원에 가야하나요?","['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김옥선 입니다.허벅지 저림 증상에 대해 질문주셨군요.현재 질문자님의 상태를 살펴 보지 못했기때문에 정확한 설명을 드리기 어렵습니다.그러니 이에 대해서는 담당의와 상의를해보는 것이 좋은데요.허벅지에 통증 및 저림, 감각 둔화와 같은증상이 있으시다면 허디스크로 인한증상일 가능성이 높겠습니다.허리디스크 환자 중에는 허리통증 없이다리 통증을 먼저 느끼는 경우도 있어요.허리디스크 초기에는 대부분 약물 복용 및물리치료, 도수치료 등과 같은비수술적 치료로 호전될 수 있으며,심할 경우 주사요법도 적용이 가능해요.증상이 며칠째 지속되고 있으시다면신경외과에 가셔서 정확하게 검사를받아보시고 치료를 진행하시기 바랍니다.쾌유를 빕니다.감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70119&docId=477371916&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=41&search_sort=0&spq=0
얼굴 옆부분에 공을 맞아서 코가 살짝 휜 느낌이 나고 안경 콧대위치의 코부분이 붓고 아파요 어떤병원을 가야하나요,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이세라 입니다.엑스레이 촬영이 필요해 보입니다. 인근 정형 외과를 먼저 방문하세요. 엑스레이 이후 결과에 따라 이비인후과나 성형외과를 방문할 수 있습니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=469671804&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=42&search_sort=0&spq=0
"쿠싱증후군 증상이 대부분 일치하더라구요따로 진단받은 건 아니고 스스로 의심이 돼서 검사 한번 받아보려고 하는데요.24시간 추적검사까지는 말고, 혈액검사나 소변검사로 수치 이상이 있는지 진료 받아보고 싶습니다.이럴때는 어떤 병원으로 가야할까요??(며칠 전 국가 무료건강검진을 받았는데 복부비만 판정받고, 간장질환과 당뇨병이 의심된다고는 나왔으나 그 외에는 아무 이상 없었습니다.그리고 인터넷에 검색해보니 건강검진 받을 때 하는 혈액검사로는쿠싱증후군인지 알 수 없다구 하던데,그럼 쿠싱증후군 관련해서는 따로 검사를 받아봐야하는건가요??건강검진 혈액검사에서 수치 상 아무 이상 없었으니 따로 검사받을 필요는 없는지도 궁금합니다.)",['안녕하세요. 하이닥-네이버 지식iN 상담의 김창래 입니다.쿠싱 증후군은 내분질환이므로 진단을 위한 검사는 상급병원 내분비내과에서 가능합니다. 대학병원과 같은 상급병원 내분비내과 진료를 보시면 됩니다. 답변이 도움이 되었기를 바랍니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010106&docId=466864072&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=44&search_sort=0&spq=0
일단 산부인과에서 단순히 냉만 많고 질염 증상 보이는게 딱히 없다고 질염은 아닌거 같다고 하셨는데 한의원에 가야할까요? 블로그 찾아보니까 하복부냉증? 비장 기능 허약? 이런거랑 증상이 똑같아요,['안녕하세요. 대한한의사협회-네이버 지식iN 상담한의사 이지혜 입니다.진단명이 나오지 않은 증상들은 한의약 치료를 진행 해보시길 추천합니다. 많은 증상들이 명확히 질환명으로 딱 떨어지는 경우는 없습니다. 현재 증상을 보곻치료를 하게 되는데요. 현재 환자의 몸상태를 변증진단하시고 그에 맞춰 치료를 받으시길 바랍니다. 항상 건강하세요. ^^'],한의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70302&docId=478613734&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=45&search_sort=0&spq=0
"스쿼트하다가 허리를 삐끗한것 같습니다숙일때는 그나마 덜 아픈데 허리를 꼿꼿히 세우면 아픕니다정형외과, 재활의학과, 마취통증의학과 등 어떤 병원을 가야될까요?","['안녕하세요. 하이닥-네이버 지식iN 상담의 이동엽 입니다.병원은 정형외과 혹은 신경외과로 방문하시는 것이 좋습니다.척추의 경우 근골격계 검사와 더불어 신경 검사도 동시에진행하므로 X-ray, MRI, 신경줄기 MRI, 적외선 검사 등다양한 검사가 가능한 규모가 있는 곳에서받아보시는 것이 도움이 될 수 있습니다.감사합니다.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=473017881&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=50&search_sort=0&spq=0
항상 서있는 자세로 일을하고 있읍니다한 십여년 되었구요...한달정도 전부터 왼쪽갈비뼈 바로밑이일하는중 아파 오더라구요몇일 통증이 많아서 정형외과 방문후엑스레이 찍었구 의사분 말로는뼈에는 이상이 없는것 같다고 해서물리치료 두번 받았고진전이 없어서 한의원에서 침도 한네번 맞았는데효과가없읍니다출근해서 한시간 정도 지나면 아파오기 시작합니다왼쪽통증이라 오른쪽으로몸을 많이 틀어서 작업을하면 조금 괜찮아져그렇게 버티고 있는데궁금한건 진료를 받고싶은데어떤 과의 병원을 가야하나요?신경외과 통증의학과 등등 중에서어떤과의 병원에 가야 하나요?,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 윤영수 입니다. 신경외과 재활의학과 정형외과 등이 도움이 될 것으로 사료 됩니다만 정확히 특정 짓기 위해서는 좀 더 면밀한 관찰이 필요할 수도 있을 것입니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=476997495&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=51&search_sort=0&spq=0
종합병원보다는 개인 병원이나 의원으로 가고싶은데혈압은 내과인가요 아니면 신경외과인가요?그리고 혈압을 일시적으로 낮추는 약이 있나요?이른 아침에는 혈압이 높게 나와서 공사현장 알바하려다 못 했어요.,['안녕하세요. 하이닥-네이버 지식iN 상담의 조영욱 입니다.개인의원 내과에 가시면 충분히 조절이 가능합니다.내과에 가시면 됩니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010103&docId=472973521&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=52&search_sort=0&spq=0
큰 책상 사이에 찧여서 많이 부어오르고 멍같이 보라색 부분이 퍼져있는 상황입니다어떤 병원을 가야할까요?빨리 갔다와야해서 종합병원은 못 갈것 같아요ㅠ,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.정형외과 진료 받아 보세요.매일 소독하고 밴드 하세요.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=476348813&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=54&search_sort=0&spq=0
코감기 목감기 기운은 전혀 없고 발열도 없는데 몸에 힘이 쭉 빠지고 두통에 몸이 안 좋습니다. 이런 애매한 경우에는 어떤 병원을 방문해야하나요?,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.가정의학과 진료  추천 드립니다'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=474257979&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=55&search_sort=0&spq=0
당뇨  200~300고혈압 있으신 85세의  아버지 입니다한달 전 쯤 부터 갑자기 온몸에 타박상이 생기기 시작하셔서왜 그러냐고 물엇더니시골에서 일하다 부딪혓다고 하셔서 그려러니 햇는데뒤늦게  알고 보니 넘어지신거였습니다몇일전에는  넘어져서 얼굴을 바닥에 부딪혀 상처가 난적도 있고계단을 오르다 뒤로 넘어져 여기저기 타박상이 난적도 있습니다지금은 증세가 심해져서  일어서서 중심을 잡지 못하고 계속 넘어지십니다그리고만성두통?  여튼 두통이 계속된다고 하시고일어섯다 앉앗다를 못하시며   화장실 볼일 조차 혼자 할수 없는 상황입니다누워서 다리를 들엇다 내렷다 는 하십니다병원의  어떤  과   진료를 받아야 할가요 ?,['안녕하세요. 하이닥-네이버 지식iN 상담의 박종원 입니다.뇌 MRI가 필요한 상황이니가까운 곳의 병원에서대충의 윤곽을 잡고기본적인 혈액검사와 뇌 MRI 결과를 보고좀 더 세분하여 치료를 하는 것도 가능합니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=471726650&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=56&search_sort=0&spq=0
